interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_flow;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapDensity;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;wizard_example;0;0.12;3;0;2.67;-1055098857;0;0;0.12;3;0.07;0.14;8.62;23.30;5.96;0.43;10.57;7.56;0.00
0.00;3600.00;wizard_example;0;0.33;2;11;12.49;-1055098858#0;0;0;0.33;13;0.17;0.41;2.33;29.36;10.72;0.77;7.05;1.92;0.00
0.00;3600.00;wizard_example;0;0.29;1;11;11.72;-1055098858#1;0;0;0.29;12;0.15;0.38;2.07;24.36;11.12;0.80;4.12;1.60;0.00
0.00;3600.00;wizard_example;1;0.12;2;2;3.84;-1055098859;0;0;0.12;3;0.06;0.14;8.24;31.74;8.41;0.61;10.65;7.53;0.00
0.00;3600.00;wizard_example;0;0.26;0;11;11.00;-1055098860;0;0;0.26;11;0.13;0.28;5.63;61.89;11.77;0.85;9.99;5.25;0.00
0.00;3600.00;wizard_example;0;1.36;0;29;29.00;-1055098861#0;0;0;1.36;29;0.71;1.53;10.67;309.52;5.75;0.41;168.85;9.51;94.00
0.00;3600.00;wizard_example;0;0.66;1;23;23.88;-1055098861#1;0;0;0.66;24;0.32;0.73;4.78;114.21;10.18;0.73;28.14;4.37;0.00
0.00;3600.00;wizard_example;0;0.58;1;21;21.92;-1055098862#0;0;0;0.58;22;0.29;0.63;6.89;151.02;10.38;0.75;32.53;6.34;0.00
0.00;3600.00;wizard_example;0;0.42;0;16;16.00;-1055098863#0;0;0;0.42;16;0.21;0.48;7.00;111.97;9.98;0.72;22.96;6.14;0.00
0.00;3600.00;wizard_example;0;0.14;3;1;3.74;-1055098863#1;0;0;0.14;4;0.07;0.16;9.26;34.84;6.96;0.50;15.89;7.84;0.00
0.00;3600.00;wizard_example;0;0.39;1;16;16.85;-1055098864#0;0;0;0.39;17;0.20;0.45;3.26;54.98;11.89;0.86;7.44;2.81;0.00
0.00;3600.00;wizard_example;1;0.45;2;17;18.78;-1055098864#1;0;0;0.45;18;0.22;0.49;4.32;80.74;11.75;0.85;12.19;3.90;0.00
0.00;3600.00;wizard_example;0;0.50;2;15;16.78;-1055098866#0;0;0;0.50;17;0.26;0.58;5.66;95.15;8.92;0.64;25.26;4.92;0.00
0.00;3600.00;wizard_example;0;0.46;1;17;17.94;-1055098866#1;0;0;0.46;18;0.23;0.49;8.59;154.18;10.67;0.77;33.84;8.06;0.00
0.00;3600.00;wizard_example;1;0.62;0;26;26.00;-1055098868;0;0;0.62;25;0.31;0.65;9.96;258.84;11.62;0.84;37.16;9.43;0.00
0.00;3600.00;wizard_example;0;0.60;1;15;15.71;-1055098869;0;0;0.60;16;0.30;0.79;3.19;50.38;7.11;0.51;20.31;2.44;0.00
0.00;3600.00;wizard_example;0;0.41;2;15;16.88;-1055098870#0;0;0;0.41;17;0.21;0.46;8.33;140.65;10.82;0.78;20.88;7.47;0.00
0.00;3600.00;wizard_example;0;0.63;1;23;23.54;-1055098870#1;0;0;0.63;23;0.31;0.69;7.04;165.34;10.23;0.74;41.52;6.44;0.00
0.00;3600.00;wizard_example;0;0.11;2;2;3.93;-1055098871;0;0;0.11;4;0.05;0.11;14.34;56.32;10.01;0.72;14.48;13.50;0.00
0.00;3600.00;wizard_example;0;0.16;1;3;3.70;-1055098872#0;0;0;0.16;4;0.09;0.22;3.62;13.66;6.14;0.44;4.95;2.76;0.00
0.00;3600.00;wizard_example;0;0.15;4;1;4.83;-1055098873;0;0;0.15;5;0.08;0.16;13.92;67.27;8.77;0.63;19.82;12.91;0.00
0.00;3600.00;wizard_example;0;10.26;0;80;66.38;-1055098874;0;0;10.26;48;5.13;10.31;153.86;10162.84;1.81;0.13;8788.22;152.34;8128.00
0.00;3600.00;wizard_example;0;0.15;7;0;6.80;-1055098875;0;0;0.15;7;0.08;0.16;14.87;101.25;12.44;0.90;9.89;14.09;0.00
0.00;3600.00;wizard_example;1;0.40;2;12;13.89;-1055098877#0;0;0;0.40;13;0.20;0.43;10.50;145.60;9.36;0.67;42.27;9.65;3.00
0.00;3600.00;wizard_example;0;1.86;5;62;64.11;-1055098878#0;0;0;1.86;67;0.97;2.98;1.45;94.70;9.51;0.68;25.49;0.92;0.00
0.00;3600.00;wizard_example;0;3.77;3;58;58.00;-1055098878#1;0;0;3.77;61;1.22;64.38;0.76;46.35;6.83;0.49;22.84;0.05;1.00
0.00;3600.00;wizard_example;0;0.11;5;0;4.89;-1055098879;0;0;0.11;5;0.06;0.11;19.52;95.53;12.25;0.88;10.22;18.71;0.00
0.00;3600.00;wizard_example;0;0.30;9;0;8.63;-1055098880;0;0;0.30;9;0.16;0.32;16.66;143.97;7.72;0.56;55.80;15.44;32.00
0.00;3600.00;wizard_example;0;0.83;1;19;19.91;-1055098881#0;0;0;0.83;20;0.42;0.92;9.58;190.91;6.53;0.47;94.73;8.61;46.00
0.00;3600.00;wizard_example;0;0.42;3;9;10.46;-1055098881#1;0;0;0.42;12;0.22;0.61;2.00;21.93;7.49;0.54;10.17;1.43;0.00
0.00;3600.00;wizard_example;0;0.19;2;4;5.81;-1055098882#0;0;0;0.19;6;0.10;0.21;6.98;40.64;8.25;0.59;15.62;6.28;0.00
0.00;3600.00;wizard_example;0;0.06;2;0;1.89;-1055098883;0;0;0.06;2;0.03;0.07;11.76;22.24;8.04;0.58;8.31;10.97;0.00
0.00;3600.00;wizard_example;1;0.09;1;3;3.98;-1055098884;0;0;0.09;3;0.05;0.09;21.83;86.90;11.89;0.86;13.69;21.29;0.00
0.00;3600.00;wizard_example;0;0.04;3;1;1.00;-1055098885#0;0;0;0.04;4;0.19;9.56;1.77;6.89;2.93;0.21;3.54;0.03;0.00
0.00;3600.00;wizard_example;1;0.09;0;4;4.00;-1055098885#1;0;0;0.09;3;0.05;0.10;7.65;30.61;11.82;0.85;4.79;7.13;0.00
0.00;3600.00;wizard_example;0;0.19;8;0;7.82;-1055098886;0;0;0.19;8;0.10;0.20;20.86;163.30;11.34;0.82;13.02;20.18;0.00
0.00;3600.00;wizard_example;0;0.15;2;1;2.41;-1055098887#0;0;0;0.15;3;0.09;0.21;5.21;13.24;4.26;0.31;7.98;3.86;0.00
0.00;3600.00;wizard_example;0;0.07;3;0;2.93;-1055120457;0;0;0.07;3;0.04;0.08;19.33;56.59;10.90;0.78;4.74;18.43;0.00
0.00;3600.00;wizard_example;0;0.21;1;10;10.17;-1055120458;0;0;0.21;9;0.10;0.21;135.57;1378.16;13.46;0.97;78.81;134.82;0.00
0.00;3600.00;wizard_example;0;10.67;3;69;67.81;-1055120459#0;0;0;10.67;59;5.36;10.80;84.08;5674.37;1.80;0.13;4899.79;82.63;4551.00
0.00;3600.00;wizard_example;0;1.63;4;63;66.10;-1055120459#1;0;0;1.63;67;0.82;1.98;2.44;161.54;11.33;0.82;25.97;2.01;0.00
0.00;3600.00;wizard_example;0;0.81;0;38;38.00;-1055120459#10;0;0;0.81;38;0.40;0.92;3.05;115.85;13.08;0.94;7.97;2.67;0.00
0.00;3600.00;wizard_example;0;1.32;0;58;58.00;-1055120459#2;0;0;1.32;58;0.65;1.65;2.01;116.47;12.28;0.88;11.96;1.62;0.00
0.00;3600.00;wizard_example;0;1.13;0;53;53.00;-1055120459#3;0;0;1.13;53;0.57;1.39;2.09;110.58;12.99;0.94;6.49;1.70;0.00
0.00;3600.00;wizard_example;0;1.18;2;52;53.33;-1055120459#4;0;0;1.18;53;0.59;1.23;9.42;502.23;12.57;0.90;46.32;9.03;0.00
0.00;3600.00;wizard_example;0;0.90;3;34;36.10;-1055120459#5;0;0;0.90;37;0.46;1.17;1.97;71.46;11.19;0.81;12.09;1.53;0.00
0.00;3600.00;wizard_example;0;0.67;0;32;32.00;-1055120459#6;0;0;0.67;32;0.34;0.83;2.00;64.04;13.21;0.95;3.58;1.62;0.00
0.00;3600.00;wizard_example;0;1.15;1;46;46.79;-1055120459#7;0;0;1.15;47;0.60;1.45;2.68;125.29;10.82;0.78;20.84;2.12;0.00
0.00;3600.00;wizard_example;0;1.02;1;45;44.80;-1055120459#8;0;0;1.02;45;0.51;1.26;2.21;98.87;12.15;0.87;12.66;1.79;0.00
0.00;3600.00;wizard_example;0;1.08;5;39;42.82;-1055120459#9;0;0;1.08;44;0.56;1.34;2.43;104.71;10.97;0.79;19.98;1.96;0.00
0.00;3600.00;wizard_example;0;0.19;8;0;7.38;-1055120460;0;0;0.19;8;0.10;0.22;7.01;52.03;10.08;0.73;9.09;6.19;0.00
0.00;3600.00;wizard_example;0;0.21;9;0;8.32;-1055120461;0;0;0.21;9;0.11;0.24;7.03;58.85;10.37;0.75;9.60;6.23;0.00
0.00;3600.00;wizard_example;0;0.17;7;0;6.43;-1055120462;0;0;0.17;7;0.09;0.19;6.66;43.09;10.07;0.73;8.08;5.88;0.00
0.00;3600.00;wizard_example;0;0.07;1;1;1.79;-1055120463;0;0;0.07;2;0.04;0.09;4.43;8.10;6.71;0.48;2.57;3.55;0.00
0.00;3600.00;wizard_example;0;0.54;9;0;8.73;-1055120464;0;0;0.54;8;0.28;0.56;39.55;344.50;4.46;0.32;226.96;38.51;200.00
0.00;3600.00;wizard_example;0;1.35;8;0;7.75;-1055120465;0;0;1.35;8;0.68;1.37;104.94;811.19;1.62;0.12;710.49;103.14;680.00
0.00;3600.00;wizard_example;0;0.79;8;0;7.74;-1055120466;0;0;0.79;7;0.40;0.81;58.57;451.77;2.74;0.20;360.25;57.27;342.00
0.00;3600.00;wizard_example;0;0.16;6;0;5.77;-1055120467;0;0;0.16;6;0.08;0.17;14.22;82.18;9.75;0.70;22.29;13.15;11.00
0.00;3600.00;wizard_example;0;0.41;7;0;6.70;-1055120468;0;0;0.41;7;0.21;0.42;27.08;181.78;4.58;0.33;118.48;25.92;100.00
0.00;3600.00;wizard_example;0;0.09;1;0;0.98;-1055120469;0;0;0.09;1;0.05;0.09;83.69;81.97;2.96;0.21;64.64;81.79;60.00
0.00;3600.00;wizard_example;0;1.63;4;21;24.93;-1055120471#0;0;0;1.63;25;0.82;1.65;69.19;1723.90;4.27;0.31;1187.27;68.21;1060.00
0.00;3600.00;wizard_example;0;0.13;7;0;6.41;-1055120471#1;0;0;0.13;7;0.07;0.15;4.94;31.85;13.20;0.95;1.33;4.55;0.00
0.00;3600.00;wizard_example;0;0.29;12;0;10.93;-1055120472;0;0;0.29;12;0.15;0.33;6.19;68.18;10.08;0.73;15.71;5.42;0.00
0.00;3600.00;wizard_example;0;66.36;1;62;47.81;-1055120473#0;0;0;66.36;35;33.17;66.43;1010.93;47898.36;0.20;0.01;47190.24;1000.77;44658.00
0.00;3600.00;wizard_example;0;21.66;3;61;62.45;-1055120473#1;0;0;21.66;58;10.82;21.75;110.17;6841.02;0.84;0.06;6428.07;109.07;6129.00
0.00;3600.00;wizard_example;0;0.14;6;0;5.60;-1055120474;0;0;0.14;6;0.07;0.16;7.69;43.22;10.55;0.76;7.42;6.93;0.00
0.00;3600.00;wizard_example;0;0.50;0;17;17.00;-1055120475#0;0;0;0.50;17;0.26;0.60;5.00;85.05;8.90;0.64;21.88;4.17;0.00
0.00;3600.00;wizard_example;0;0.28;2;11;11.00;-1055120475#1;0;0;0.28;13;0.23;1.79;0.83;10.33;7.99;0.58;3.85;0.15;0.00
0.00;3600.00;wizard_example;1;0.46;3;11;12.27;-1055120475#2;0;0;0.46;13;0.25;0.73;1.83;23.14;7.59;0.55;9.32;1.21;0.00
0.00;3600.00;wizard_example;1;0.24;0;9;9.00;-1055120475#4;0;0;0.24;8;0.12;0.30;2.67;24.05;10.10;0.73;5.49;2.15;0.00
0.00;3600.00;wizard_example;0;0.20;2;4;5.58;-1055120475#5;0;0;0.20;6;0.10;0.23;3.54;20.00;8.23;0.59;7.77;3.07;0.00
0.00;3600.00;wizard_example;3;0.22;1;6;6.74;-1055120475#6;0;0;0.22;4;0.11;0.26;2.79;18.69;8.94;0.64;6.13;2.29;0.00
0.00;3600.00;wizard_example;0;0.07;1;1;1.88;-1055120476;0;0;0.07;2;0.04;0.08;6.54;12.35;7.07;0.51;5.69;5.75;0.00
0.00;3600.00;wizard_example;0;0.28;0;9;9.00;-1055120477;0;0;0.28;9;0.15;0.35;4.95;44.52;8.16;0.59;11.32;3.98;0.00
0.00;3600.00;wizard_example;0;0.17;1;3;3.83;-1055120478;0;0;0.17;4;0.09;0.20;5.64;21.75;6.26;0.45;9.86;4.83;0.00
0.00;3600.00;wizard_example;0;0.12;1;1;1.89;-1055120479;0;0;0.12;2;0.07;0.14;12.28;23.35;4.21;0.30;15.33;11.06;8.00
0.00;3600.00;wizard_example;0;0.03;0;1;1.00;-1055120480;0;0;0.03;1;0.02;0.04;6.97;6.97;8.11;0.58;2.07;6.19;0.00
0.00;3600.00;wizard_example;0;0.98;2;40;41.22;-1055120482;0;0;0.98;40;0.49;1.04;11.44;471.17;11.46;0.83;88.31;10.78;12.00
0.00;3600.00;wizard_example;0;42.32;0;52;51.71;-1055120483#0;0;0;42.32;49;21.21;42.56;236.82;12179.95;0.36;0.03;11834.78;234.20;11121.00
0.00;3600.00;wizard_example;0;1.19;1;51;51.98;-1055120483#1;0;0;1.19;52;0.59;1.22;17.97;934.03;12.08;0.87;86.03;17.54;0.00
0.00;3600.00;wizard_example;0;3.55;2;20;21.69;-1055120484#0;0;0;3.55;20;1.83;3.73;60.25;1296.82;1.69;0.12;1122.88;56.85;1037.00
0.00;3600.00;wizard_example;0;0.25;11;0;10.83;-1055120484#1;0;0;0.25;11;0.12;0.25;26.99;292.32;12.23;0.88;14.83;26.59;0.00
0.00;3600.00;wizard_example;0;0.05;2;0;1.90;-1055120485;0;0;0.05;2;0.03;0.06;10.94;20.83;9.63;0.69;5.12;9.63;1.00
0.00;3600.00;wizard_example;0;0.20;8;0;6.92;-1055120486;0;0;0.20;8;0.11;0.24;4.73;33.34;9.05;0.65;7.69;4.00;0.00
0.00;3600.00;wizard_example;0;1.00;6;0;5.83;-1055120487;0;0;1.00;6;0.52;1.29;139.07;810.76;1.29;0.09;730.53;108.39;673.00
0.00;3600.00;wizard_example;2;0.05;0;2;2.00;-1055120488;0;0;0.05;0;0.02;0.05;12.14;24.03;12.18;0.88;2.92;11.76;0.00
0.00;3600.00;wizard_example;0;0.18;6;2;7.97;-1055122445;0;0;0.18;8;0.09;0.18;92.48;737.44;12.55;0.90;49.16;91.83;0.00
0.00;3600.00;wizard_example;0;35.20;4;106;105.84;-1055122446#0;0;0;35.20;99;17.66;35.52;126.55;13354.77;0.86;0.06;12473.41;125.03;10842.00
0.00;3600.00;wizard_example;0;2.73;2;103;104.94;-1055122446#1;0;0;2.73;105;1.37;2.82;15.56;1633.20;10.68;0.77;370.28;15.10;215.00
0.00;3600.00;wizard_example;3;2.24;1;99;99.93;-1055122446#2;0;0;2.24;97;1.11;2.38;6.64;662.98;12.43;0.90;68.94;6.25;0.00
0.00;3600.00;wizard_example;0;1.96;0;90;89.15;-1055122446#3;0;0;1.96;88;0.98;1.99;33.22;2961.27;12.62;0.91;250.29;32.83;0.00
0.00;3600.00;wizard_example;1;0.78;1;35;35.99;-1055122447#0;0;0;0.78;35;0.39;0.79;55.35;1992.17;12.81;0.92;127.83;54.86;0.00
0.00;3600.00;wizard_example;0;0.27;1;11;11.99;-1055122447#1;0;0;0.27;12;0.13;0.27;32.86;393.91;12.30;0.89;30.18;32.47;0.00
0.00;3600.00;wizard_example;0;0.19;2;6;7.98;-1055122447#2;0;0;0.19;8;0.09;0.19;38.36;305.99;11.80;0.85;31.15;37.60;0.00
0.00;3600.00;wizard_example;0;0.09;4;0;3.82;-1055122448;0;0;0.09;4;0.05;0.10;10.97;42.01;10.91;0.79;6.51;10.22;0.00
0.00;3600.00;wizard_example;0;0.55;2;23;24.97;-1055122449;0;0;0.55;25;0.28;0.57;27.66;690.74;12.41;0.89;68.69;26.95;0.00
0.00;3600.00;wizard_example;0;0.32;1;14;14.98;-1055122450;0;0;0.32;15;0.16;0.33;18.06;270.46;13.04;0.94;20.57;17.69;0.00
0.00;3600.00;wizard_example;0;0.14;7;0;6.73;-1055122452;0;0;0.14;7;0.07;0.15;10.41;70.14;13.03;0.94;3.21;10.04;0.00
0.00;3600.00;wizard_example;0;0.17;7;0;6.10;-1055122454;0;0;0.17;7;0.09;0.20;4.70;29.16;9.49;0.68;6.17;4.00;0.00
0.00;3600.00;wizard_example;0;0.14;6;0;5.68;-1055122455;0;0;0.14;6;0.07;0.16;9.42;53.66;10.73;0.77;12.35;8.61;2.00
0.00;3600.00;wizard_example;1;1.01;1;41;41.97;-1055130132#0;0;0;1.01;41;0.51;1.06;16.13;677.10;11.28;0.81;97.89;15.34;2.00
0.00;3600.00;wizard_example;1;0.76;1;33;33.99;-1055130132#1;0;0;0.76;33;0.38;0.77;33.53;1139.75;12.42;0.89;75.08;33.13;0.00
0.00;3600.00;wizard_example;0;0.13;6;0;5.75;-1055130133;0;0;0.13;6;0.07;0.14;11.13;64.16;11.61;0.84;10.30;10.38;0.00
0.00;3600.00;wizard_example;0;0.67;2;28;29.04;-1055130134#0;0;0;0.67;29;0.33;0.68;39.87;1157.77;12.01;0.86;94.90;39.27;0.00
0.00;3600.00;wizard_example;2;0.22;1;8;8.95;-1055130134#1;0;0;0.22;7;0.11;0.23;9.37;83.88;11.22;0.81;15.12;8.95;0.00
0.00;3600.00;wizard_example;0;0.87;0;36;36.00;-1055130136#0;0;0;0.87;36;0.44;0.92;16.38;589.86;11.17;0.80;105.76;15.50;3.00
0.00;3600.00;wizard_example;0;0.46;3;17;19.81;-1055130136#1;0;0;0.46;20;0.23;0.48;7.12;141.18;12.12;0.87;18.67;6.74;0.00
0.00;3600.00;wizard_example;0;0.32;0;16;15.16;-1055130136#2;0;0;0.32;15;0.16;0.32;26.15;396.35;13.16;0.95;24.73;25.77;0.00
0.00;3600.00;wizard_example;0;0.14;4;2;5.43;-1055130136#3;0;0;0.14;6;0.07;0.16;3.67;20.16;11.06;0.80;5.02;3.31;0.00
0.00;3600.00;wizard_example;0;0.32;2;11;12.93;-1055130137#0;0;0;0.32;13;0.17;0.35;14.16;183.11;10.73;0.77;35.56;13.27;5.00
0.00;3600.00;wizard_example;0;0.10;8;0;4.96;-1055130137#1;0;0;0.10;8;0.07;0.17;1.39;8.05;13.25;0.95;0.35;1.01;0.00
0.00;3600.00;wizard_example;0;0.22;10;0;9.67;-1055130138;0;0;0.22;10;0.11;0.23;13.43;129.95;11.85;0.85;14.63;12.73;0.00
0.00;3600.00;wizard_example;0;0.03;0;1;1.00;-1055130139;0;0;0.03;1;0.01;0.03;11.32;11.32;9.06;0.65;2.80;10.38;0.00
0.00;3600.00;wizard_example;0;0.33;10;0;9.61;-1055130140;0;0;0.33;10;0.17;0.35;17.25;166.06;7.92;0.57;66.27;16.08;41.00
0.00;3600.00;wizard_example;0;0.14;6;0;5.70;-1055130141;0;0;0.14;6;0.07;0.15;9.49;54.21;11.22;0.81;11.19;8.70;0.00
0.00;3600.00;wizard_example;0;0.66;11;0;10.34;-1055130143;0;0;0.66;11;0.35;0.71;20.88;216.58;4.29;0.31;149.41;19.49;116.00
0.00;3600.00;wizard_example;0;0.14;6;0;5.75;-1055130144;0;0;0.14;5;0.07;0.15;11.62;66.54;11.17;0.80;11.78;10.96;0.00
0.00;3600.00;wizard_example;0;0.37;4;0;3.88;-1055130145;0;0;0.37;4;0.19;0.38;59.76;232.10;2.95;0.21;177.92;58.03;161.00
0.00;3600.00;wizard_example;0;0.89;8;0;7.72;-1055130146;0;0;0.89;8;0.45;0.91;62.47;483.09;2.44;0.18;395.87;60.95;364.00
0.00;3600.00;wizard_example;1;0.41;2;7;8.13;-1055131822#0;0;0;0.41;8;0.23;0.62;3.20;26.17;5.24;0.38;10.32;2.16;0.00
0.00;3600.00;wizard_example;0;0.18;8;0;7.11;-1055131822#1;0;0;0.18;8;0.10;0.21;4.89;35.18;10.38;0.75;3.91;4.17;0.00
0.00;3600.00;wizard_example;0;0.14;0;5;5.00;-1055131824#0;0;0;0.14;5;0.07;0.15;6.49;32.47;9.81;0.71;6.68;5.76;0.00
0.00;3600.00;wizard_example;0;0.22;7;0;6.71;-1055131825;0;0;0.22;7;0.12;0.25;16.12;108.30;7.89;0.57;36.58;14.62;21.00
0.00;3600.00;wizard_example;0;0.08;3;0;2.87;-1055131827;0;0;0.08;3;0.04;0.08;12.81;36.88;9.82;0.71;8.03;11.62;2.00
0.00;3600.00;wizard_example;0;0.16;7;0;6.84;-1055131830;0;0;0.16;7;0.08;0.17;20.01;136.89;11.26;0.81;14.73;18.74;1.00
0.00;3600.00;wizard_example;0;4.76;0;110;110.00;-1055131831#0;0;0;4.76;110;2.41;6.56;2.51;276.12;6.65;0.48;142.45;1.82;4.00
0.00;3600.00;wizard_example;0;0.26;13;0;12.33;-1055131831#1;0;0;0.26;12;0.13;0.27;13.16;162.05;13.27;0.96;6.98;12.78;0.00
0.00;3600.00;wizard_example;0;2.39;0;95;95.00;-1055131832#0;0;0;2.39;95;1.20;2.45;36.42;3460.27;10.90;0.78;778.17;35.51;23.00
0.00;3600.00;wizard_example;0;2.83;1;95;95.67;-1055131832#1;0;0;2.83;95;1.42;3.27;5.06;483.49;9.11;0.66;130.80;4.37;0.00
0.00;3600.00;wizard_example;0;40.26;2;91;84.65;-1055131833;0;0;40.26;76;20.08;40.47;213.56;18004.92;0.60;0.04;17190.25;211.59;15031.00
0.00;3600.00;wizard_example;0;0.05;0;2;2.00;-1055146549;0;0;0.05;2;0.02;0.05;27.79;55.58;11.50;0.83;6.06;26.98;0.00
0.00;3600.00;wizard_example;0;0.46;3;13;15.98;-1055295398#0;0;0;0.46;16;0.23;0.47;78.05;1247.21;9.56;0.69;382.95;76.78;287.00
0.00;3600.00;wizard_example;0;0.21;1;8;8.94;-1055295398#1;0;0;0.21;9;0.11;0.23;7.66;68.48;11.53;0.83;10.64;7.13;0.00
0.00;3600.00;wizard_example;1;0.16;0;7;7.00;-1055295398#2;0;0;0.16;6;0.08;0.16;49.21;344.45;12.10;0.87;22.63;48.80;0.00
0.00;3600.00;wizard_example;0;0.17;3;4;6.98;-1055295398#3;0;0;0.17;7;0.08;0.17;64.93;453.17;11.55;0.83;38.36;63.97;0.00
0.00;3600.00;wizard_example;0;0.36;0;16;15.91;-1055295399;0;0;0.36;15;0.18;0.37;22.60;359.16;12.23;0.88;48.39;21.91;0.00
0.00;3600.00;wizard_example;0;0.18;10;0;8.11;-1055295400;0;0;0.18;8;0.09;0.19;12.53;101.62;12.30;0.89;12.55;11.76;0.00
0.00;3600.00;wizard_example;0;0.08;4;0;3.98;-1055295401;0;0;0.08;4;0.04;0.09;71.70;285.24;12.96;0.93;15.66;70.85;0.00
0.00;3600.00;wizard_example;0;0.18;2;2;3.53;-1055299293#0;0;0;0.18;4;0.11;0.25;5.47;19.76;4.86;0.35;11.06;3.87;0.00
0.00;3600.00;wizard_example;0;0.19;1;5;5.63;-1055299293#1;0;0;0.19;6;0.11;0.30;2.56;14.67;7.30;0.53;4.23;1.68;0.00
0.00;3600.00;wizard_example;1;0.22;2;6;7.58;-1055299293#2;0;0;0.22;7;0.12;0.28;3.21;24.49;9.09;0.65;7.93;2.56;0.00
0.00;3600.00;wizard_example;0;0.21;1;7;7.76;-1055299293#3;0;0;0.21;8;0.11;0.27;2.64;20.60;9.94;0.72;5.27;2.02;0.00
0.00;3600.00;wizard_example;1;0.24;2;9;10.95;-1055299293#4;0;0;0.24;10;0.12;0.25;16.27;178.20;12.68;0.91;18.47;15.63;0.00
0.00;3600.00;wizard_example;1;0.34;0;12;12.00;-1055299293#5;0;0;0.34;11;0.16;0.38;3.70;44.30;10.09;0.73;11.92;3.28;0.00
0.00;3600.00;wizard_example;1;0.05;1;1;1.96;-1055299294;0;0;0.05;1;0.03;0.06;14.68;28.84;10.11;0.73;4.48;14.06;0.00
0.00;3600.00;wizard_example;1;0.56;1;11;11.96;-1055299295#0;0;0;0.56;11;0.28;0.59;20.40;243.98;5.88;0.42;139.18;19.28;102.00
0.00;3600.00;wizard_example;0;0.20;5;3;7.04;-1055299295#1;0;0;0.20;8;0.10;0.24;3.14;22.62;10.08;0.73;6.43;2.76;0.00
0.00;3600.00;wizard_example;0;0.98;0;8;8.00;-1055299296#0;0;0;0.98;8;0.51;1.07;14.06;112.49;2.44;0.18;91.45;12.91;72.00
0.00;3600.00;wizard_example;0;0.14;7;0;6.74;-1055299296#1;0;0;0.14;7;0.07;0.15;10.59;71.45;13.27;0.96;3.41;10.22;0.00
0.00;3600.00;wizard_example;0;0.22;5;3;7.53;-1055299299;0;0;0.22;8;0.12;0.26;6.71;50.82;8.81;0.63;12.71;5.77;0.00
0.00;3600.00;wizard_example;0;0.07;3;0;2.69;-1055299300;0;0;0.07;3;0.04;0.09;5.53;15.01;9.73;0.70;4.07;4.77;0.00
0.00;3600.00;wizard_example;0;0.19;7;0;6.20;-1055299301;0;0;0.19;7;0.10;0.22;5.62;35.26;8.79;0.63;9.36;4.79;0.00
0.00;3600.00;wizard_example;0;0.18;7;0;6.03;-1055299302;0;0;0.18;7;0.10;0.21;4.62;28.40;9.09;0.65;7.42;3.89;0.00
0.00;3600.00;wizard_example;0;0.23;7;0;6.07;-1055299303;0;0;0.23;7;0.13;0.28;6.22;38.40;6.99;0.50;14.52;5.14;1.00
0.00;3600.00;wizard_example;0;0.25;11;0;10.52;-1055299304;0;0;0.25;11;0.13;0.27;10.84;114.34;11.35;0.82;18.50;10.15;0.00
0.00;3600.00;wizard_example;0;0.48;1;22;21.79;-1055299305#0;0;0;0.48;21;0.24;0.49;35.35;769.82;12.61;0.91;68.15;34.73;0.00
0.00;3600.00;wizard_example;0;0.26;14;0;12.74;-1055299305#1;0;0;0.26;14;0.14;0.29;4.60;59.02;13.43;0.97;2.24;4.22;0.00
0.00;3600.00;wizard_example;0;0.16;7;0;6.75;-1055299306;0;0;0.16;7;0.08;0.17;12.94;87.51;11.53;0.83;9.36;12.15;0.00
0.00;3600.00;wizard_example;0;0.53;1;23;23.99;-1055299307#0;0;0;0.53;24;0.26;0.53;48.70;1168.46;12.58;0.91;88.06;47.90;2.00
0.00;3600.00;wizard_example;0;0.49;4;18;21.96;-1055299307#1;0;0;0.49;22;0.25;0.50;40.67;893.06;12.26;0.88;82.51;39.56;11.00
0.00;3600.00;wizard_example;0;0.09;1;3;3.98;-1055299308;0;0;0.09;4;0.05;0.09;21.88;87.09;12.06;0.87;14.75;21.23;0.00
0.00;3600.00;wizard_example;0;0.08;3;0;2.90;-1055299309;0;0;0.08;3;0.04;0.08;15.33;44.47;10.08;0.73;13.54;14.52;0.00
0.00;3600.00;wizard_example;0;0.19;1;7;7.96;-1055299310;0;0;0.19;8;0.10;0.20;12.66;100.87;11.52;0.83;18.69;11.92;0.00
0.00;3600.00;wizard_example;1;0.61;3;16;18.87;-1055311644#0;0;0;0.61;18;0.31;0.66;14.73;278.13;8.34;0.60;107.76;13.76;50.00
0.00;3600.00;wizard_example;0;0.26;0;11;11.00;-1055311644#1;0;0;0.26;11;0.13;0.29;3.61;39.69;11.93;0.86;5.55;3.23;0.00
0.00;3600.00;wizard_example;0;0.21;1;8;8.96;-1055311644#2;0;0;0.21;9;0.10;0.21;10.85;97.19;12.07;0.87;13.20;10.47;0.00
0.00;3600.00;wizard_example;0;0.10;2;2;3.90;-1055311644#3;0;0;0.10;4;0.05;0.11;10.42;40.75;10.73;0.77;8.71;9.99;0.00
