tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1235.00;1049877261_0;144.11;13.96;236.00;0.89;1071869412_0;5.10;14.24;tripinfo_veh4843 routing_veh4843;999.00;veh4843;1;22842.12;1.03;0.00;137.89;veh_passenger;;1;6.00
1235.00;-467554570#0_0;20.06;11.92;452.00;0.86;1219040342_0;5.10;15.13;tripinfo_veh9293 routing_veh9293;783.00;veh9293;1;2563.85;1.09;0.00;655.21;veh_passenger;;9;569.00
1236.00;1055299305#1_0;55.93;14.56;91.00;0.61;-219900680#9_0;5.10;0.00;tripinfo_veh1862 routing_veh1862;1145.00;veh1862;1;25576.71;1.05;0.00;237.50;veh_passenger;;3;85.00
1236.00;321304377#3_0;13.60;8.20;265.00;0.42;1054260678#1_0;5.10;0.00;tripinfo_veh5450 routing_veh5450;971.00;veh5450;1;10788.97;0.99;0.00;490.98;veh_passenger;;8;329.00
1237.00;1046547729_0;40.28;12.14;407.00;0.33;-458212663#1_0;5.10;0.00;tripinfo_veh8377 routing_veh8377;830.00;veh8377;1;6279.70;0.93;0.00;464.75;veh_passenger;;16;319.00
1237.00;-1212723116_0;219.24;13.10;784.00;0.22;-1053954488#1_0;5.10;0.00;tripinfo_veh16145 routing_veh16145;453.00;veh16145;1;5607.56;0.96;0.00;167.43;veh_passenger;;3;62.00
1238.00;-922333612#1_0;70.73;10.84;133.00;0.42;1054260678#0_0;5.10;0.00;tripinfo_veh2731 routing_veh2731;1105.00;veh2731;1;14643.10;0.86;0.00;395.92;veh_passenger;;5;289.00
1238.00;-902523989#0_0;50.77;14.86;695.00;5.06;-1226409985_0;5.10;0.00;tripinfo_veh14212 routing_veh14212;543.00;veh14212;1;6948.09;1.13;0.00;221.69;veh_passenger;;5;106.00
1238.00;1043107774#1_0;257.29;14.33;691.00;0.86;-436667629#1_0;5.10;0.00;tripinfo_veh14216 routing_veh14216;547.00;veh14216;1;7724.20;1.08;0.00;169.59;veh_passenger;;2;70.00
1239.00;858852313_0;198.78;12.86;953.00;0.03;-1383716083_0;5.10;13.83;tripinfo_veh19630 routing_veh19630;286.00;veh19630;1;4555.25;1.00;0.00;47.06;veh_passenger;;1;4.00
1240.00;-221197324#5_0;9.75;8.90;249.00;0.78;-1051023023_0;5.10;17.42;tripinfo_veh5113 routing_veh5113;991.00;veh5113;1;18810.54;1.25;0.00;414.49;veh_passenger;;6;153.00
1240.00;1055120462_0;62.10;12.68;719.00;1.48;354991437#9_0;5.10;0.00;tripinfo_veh14780 routing_veh14780;521.00;veh14780;1;8377.64;0.96;0.00;128.92;veh_passenger;;1;51.00
1240.00;1047092720_0;72.30;13.24;857.00;7.10;585627625#0_0;5.10;0.00;tripinfo_veh17507 routing_veh17507;383.00;veh17507;1;5867.81;0.98;0.00;102.37;veh_passenger;;1;21.00
1241.00;1049880663#1_0;37.82;12.62;194.00;0.83;1046101254#1_0;5.10;0.00;tripinfo_veh3979 routing_veh3979;1047.00;veh3979;1;9164.97;0.96;0.00;652.49;veh_passenger;;7;555.00
1241.00;26514954#0_0;199.95;20.36;969.00;0.26;-1219040377_0;5.10;0.00;tripinfo_veh19955 routing_veh19955;272.00;veh19955;1;3340.53;0.97;0.00;79.67;veh_passenger;;1;22.00
1242.00;1385391871_0;181.68;13.80;117.00;0.54;-1051068188#1_0;5.10;0.00;tripinfo_veh2399 routing_veh2399;1125.00;veh2399;1;19232.86;1.06;0.00;362.75;veh_passenger;;5;151.00
1242.00;1370363139#2_0;90.53;27.77;228.00;0.03;-813609100_0;5.10;14.19;tripinfo_veh4696 routing_veh4696;1014.00;veh4696;1;6817.48;1.02;0.00;727.44;veh_passenger;;8;584.00
1242.00;1050950564#1_0;71.69;13.75;573.00;8.74;1232081696#3_0;5.10;0.00;tripinfo_veh11623 routing_veh11623;669.00;veh11623;1;9390.03;1.02;0.00;290.75;veh_passenger;;6;193.00
1242.00;802121100_0;335.12;11.86;589.00;0.37;-569598153#4_0;5.10;0.00;tripinfo_veh12125 routing_veh12125;653.00;veh12125;1;12613.47;0.94;0.00;96.04;veh_passenger;;0;0.00
1242.00;320044841#4_0;160.58;13.10;623.00;0.63;1053583780_0;5.10;13.34;tripinfo_veh12820 routing_veh12820;619.00;veh12820;1;7845.85;0.96;0.00;116.56;veh_passenger;;4;50.00
1243.00;1194283126#1_0;23.63;13.86;719.00;0.56;219289279#0_0;5.10;0.00;tripinfo_veh14799 routing_veh14799;524.00;veh14799;1;6614.37;1.01;0.00;172.84;veh_passenger;;2;106.00
1244.00;380332382#3_0;105.61;21.24;448.00;0.89;220749513#5_0;5.10;0.00;tripinfo_veh9210 routing_veh9210;796.00;veh9210;1;11810.39;0.97;0.00;311.99;veh_passenger;;4;231.00
1244.00;1219040338_0;242.02;13.07;600.00;0.60;355210803#2_0;5.10;0.00;tripinfo_veh12347 routing_veh12347;644.00;veh12347;1;3464.63;1.02;0.00;418.53;veh_passenger;;4;334.00
1245.00;-355393304#6_0;54.54;11.77;702.00;0.07;-436667626#0_0;5.10;0.00;tripinfo_veh14459 routing_veh14459;543.00;veh14459;1;5718.26;0.94;0.00;249.54;veh_passenger;;5;140.00
1245.00;-318725571#0_0;106.99;12.89;780.00;0.00;27188984#9_2;5.10;0.00;tripinfo_veh16067 routing_veh16067;465.00;veh16067;1;2832.01;1.01;0.00;326.11;veh_passenger;;1;272.00
1246.00;585627627#1_1;1395.73;26.23;87.00;0.34;-1369047638#0_0;5.10;0.00;tripinfo_veh1785 routing_veh1785;1159.00;veh1785;1;18783.40;0.99;0.00;341.74;veh_passenger;;5;124.00
1246.00;-1041910285#0_0;151.06;18.95;106.00;0.95;-1384318013_0;5.10;12.55;tripinfo_veh2164 routing_veh2164;1140.00;veh2164;1;7199.34;0.90;0.00;748.12;veh_passenger;;23;486.00
1246.00;1043781987#1_0;69.05;14.20;309.00;0.88;-1049873905_0;5.10;15.01;tripinfo_veh6347 routing_veh6347;937.00;veh6347;1;11756.03;1.08;0.00;463.90;veh_passenger;;4;343.00
1246.00;26182677#4_0;14.58;12.60;912.00;0.15;-962177719#1_0;0.20;0.00;tripinfo_veh18783 routing_veh18783;334.00;veh18783;1;4841.76;0.94;0.00;60.00;veh_passenger;;0;0.00
1247.00;1071860436_0;39.86;13.61;91.00;0.41;-1055130146_0;5.10;13.77;tripinfo_veh1866 routing_veh1866;1156.00;veh1866;1;12382.05;0.99;0.00;684.25;veh_passenger;;16;466.00
1247.00;988553266#1_0;237.96;11.40;96.00;0.31;-1055088780_0;5.10;12.30;tripinfo_veh1971 routing_veh1971;1151.00;veh1971;1;20734.06;0.89;0.00;170.00;veh_passenger;;5;64.00
1247.00;988203021_0;218.80;9.37;296.00;0.84;-221619650#2_0;5.10;0.00;tripinfo_veh6080 routing_veh6080;951.00;veh6080;1;13608.62;0.75;0.00;81.02;veh_passenger;;0;0.00
1247.00;1084628288_0;25.60;13.14;1132.00;0.04;-1220230505_0;5.10;0.00;tripinfo_veh23317 routing_veh23317;115.00;veh23317;1;1351.27;1.09;0.00;20.66;veh_passenger;;0;0.00
1248.00;-219780379#8_0;482.26;27.56;346.00;0.20;-1388709302_0;5.10;17.69;tripinfo_veh7123 routing_veh7123;902.00;veh7123;1;17233.19;1.27;0.00;315.58;veh_passenger;;4;28.00
1248.00;1382527767_0;109.77;12.56;530.00;0.07;-1054354501#1_0;5.10;0.00;tripinfo_veh10916 routing_veh10916;718.00;veh10916;1;11570.43;0.94;0.00;180.83;veh_passenger;;3;121.00
1248.00;-172364987#24_0;121.02;22.77;596.00;0.97;-1217160321_0;5.10;14.69;tripinfo_veh12257 routing_veh12257;652.00;veh12257;1;6166.93;1.06;0.00;380.21;veh_passenger;;4;288.00
1248.00;-1084664540#0_0;76.82;11.91;821.00;0.61;-132183810#0_0;5.10;0.00;tripinfo_veh16899 routing_veh16899;427.00;veh16899;1;4961.64;0.92;0.00;198.59;veh_passenger;;5;34.00
1249.00;231770266#0_0;44.85;12.85;817.00;0.21;1382279703#0_0;5.10;0.00;tripinfo_veh16825 routing_veh16825;432.00;veh16825;1;4609.75;0.99;0.00;173.97;veh_passenger;;3;110.00
1249.00;-1215345222_0;94.39;13.74;1041.00;0.07;-354997517#0_0;5.10;0.00;tripinfo_veh21442 routing_veh21442;208.00;veh21442;1;1824.98;1.00;0.00;109.91;veh_passenger;;3;48.00
1250.00;1351172841_0;201.05;12.34;150.00;0.04;158366236#15_1;5.10;0.00;tripinfo_veh3089 routing_veh3089;1100.00;veh3089;1;13342.93;0.96;0.00;540.09;veh_passenger;;3;461.00
1250.00;1084004610#1_0;84.14;12.60;420.00;0.66;218759859#0_0;0.96;26.43;tripinfo_veh8638 routing_veh8638;830.00;veh8638;1;12487.98;0.95;0.00;234.38;veh_passenger;;2;58.00
1250.00;221197324#2_0;196.74;21.09;673.00;0.15;-1383759263_0;5.10;10.65;tripinfo_veh13860 routing_veh13860;577.00;veh13860;1;11119.02;0.77;0.00;31.81;veh_passenger;;0;0.00
1251.00;-221207910#5_0;197.83;27.50;814.00;0.90;-1043813723#1_0;5.10;0.00;tripinfo_veh16749 routing_veh16749;437.00;veh16749;1;9322.87;1.02;0.00;68.52;veh_passenger;;1;12.00
1251.00;-1220230507_0;111.80;11.14;994.00;3.31;1053935174#10_1;5.10;0.00;tripinfo_veh20407 routing_veh20407;257.00;veh20407;1;2096.88;0.84;0.00;75.06;veh_passenger;;0;0.00
1252.00;1050950552#4_0;14.52;8.36;15.00;0.05;-221619112#1_0;5.10;0.00;tripinfo_veh308 routing_veh308;1237.00;veh308;1;21938.07;0.99;0.00;261.68;veh_passenger;;5;130.00
1252.00;170212185#6_0;53.99;14.27;395.00;0.37;1381930629#2_0;5.10;0.00;tripinfo_veh8129 routing_veh8129;857.00;veh8129;1;15578.66;0.90;0.00;91.00;veh_passenger;;1;17.00
1252.00;-355214592#1_0;29.45;12.15;511.00;0.83;-1419157494_0;5.10;12.96;tripinfo_veh10509 routing_veh10509;741.00;veh10509;1;4946.15;0.93;0.00;450.28;veh_passenger;;11;280.00
1254.00;1383725992_0;54.93;11.95;121.00;0.56;1388216610_0;5.10;12.47;tripinfo_veh2481 routing_veh2481;1133.00;veh2481;1;18787.45;0.90;0.00;233.98;veh_passenger;;5;97.00
1254.00;-1085658503_0;135.59;12.90;1061.00;0.16;162235576#1_0;5.10;0.00;tripinfo_veh21852 routing_veh21852;193.00;veh21852;1;2519.97;0.95;0.00;51.38;veh_passenger;;2;15.00
1255.00;27191215#1_0;64.25;14.56;272.00;0.63;-1358531912#2_0;3.02;14.32;tripinfo_veh5590 routing_veh5590;983.00;veh5590;1;4459.43;1.03;0.00;752.14;veh_passenger;;6;645.00
1255.00;1071860447_0;108.20;10.99;490.00;0.65;-1389246713_0;5.10;4.65;tripinfo_veh10080 routing_veh10080;765.00;veh10080;1;5596.18;0.86;0.00;430.82;veh_passenger;;4;335.00
1255.00;1042241309#2_0;52.77;14.01;750.00;0.64;1213221488_0;5.10;14.71;tripinfo_veh15436 routing_veh15436;505.00;veh15436;1;5137.30;1.06;0.00;270.76;veh_passenger;;3;172.00
1256.00;1217028514#3_0;135.54;12.89;375.00;0.85;1047442565#0_0;5.10;0.00;tripinfo_veh7707 routing_veh7707;881.00;veh7707;1;12237.24;1.00;0.00;284.22;veh_passenger;;6;131.00
1256.00;1384328605_0;44.53;11.66;511.00;0.68;-427959497#1_0;5.10;0.00;tripinfo_veh10512 routing_veh10512;745.00;veh10512;1;5516.16;0.90;0.00;445.18;veh_passenger;;5;327.00
1256.00;1044700272_0;189.49;14.08;563.00;0.40;-158366247#9_0;5.10;0.00;tripinfo_veh11589 routing_veh11589;693.00;veh11589;1;8209.30;1.07;0.00;353.66;veh_passenger;;5;272.00
1256.00;-355391708#0_0;80.92;14.78;643.00;0.58;1213221486_0;5.10;15.44;tripinfo_veh13233 routing_veh13233;613.00;veh13233;1;2920.72;1.11;0.00;414.94;veh_passenger;;5;332.00
1256.00;-1368972255#0_0;151.78;12.13;857.00;0.06;-695559471#11_0;5.10;0.00;tripinfo_veh17652 routing_veh17652;399.00;veh17652;1;5759.07;0.90;0.00;57.65;veh_passenger;;1;3.00
1257.00;-1394531242#0_0;65.55;12.04;299.00;0.68;-988530926#1_0;5.10;12.76;tripinfo_veh6145 routing_veh6145;958.00;veh6145;1;10581.25;0.94;0.00;433.57;veh_passenger;;9;262.00
1257.00;1050973579_0;177.81;15.38;602.00;0.27;1044514919#2_0;5.10;0.00;tripinfo_veh12395 routing_veh12395;655.00;veh12395;1;12829.77;1.15;0.00;179.76;veh_passenger;;1;77.00
1257.00;1218993524_0;49.37;14.90;632.00;0.31;1381051670#0_0;5.10;0.00;tripinfo_veh13012 routing_veh13012;625.00;veh13012;1;9983.64;1.11;0.00;190.25;veh_passenger;;2;77.00
1257.00;-1046163743#1_0;26.02;10.17;715.00;0.10;1384544007_0;5.10;0.00;tripinfo_veh14726 routing_veh14726;542.00;veh14726;1;2640.35;0.90;0.00;334.45;veh_passenger;;2;304.00
1258.00;-902926785#1_0;32.04;13.36;167.00;0.15;-1391103234#2_0;5.10;13.42;tripinfo_veh3437 routing_veh3437;1091.00;veh3437;1;16441.35;0.97;0.00;311.70;veh_passenger;;3;192.00
1258.00;1046251143#0_0;91.34;10.46;373.00;0.60;-1050827557_0;5.10;11.09;tripinfo_veh7671 routing_veh7671;885.00;veh7671;1;9810.59;0.80;0.00;327.90;veh_passenger;;11;163.00
1258.00;-1071878449_0;112.78;13.09;1041.00;0.75;-1390870517_0;5.10;13.62;tripinfo_veh21428 routing_veh21428;217.00;veh21428;1;3553.92;0.98;0.00;27.43;veh_passenger;;0;0.00
1258.00;1053935160_0;38.31;12.09;1110.00;0.96;630239612#0_0;5.10;12.49;tripinfo_veh22845 routing_veh22845;148.00;veh22845;1;1157.09;0.90;0.00;36.49;veh_passenger;;1;1.00
1259.00;1384258715#1_0;50.58;14.60;249.00;0.39;-232973375#3_0;5.10;0.00;tripinfo_veh5121 routing_veh5121;1010.00;veh5121;1;10255.74;1.06;0.00;575.17;veh_passenger;;7;274.00
1259.00;1386957788_0;113.15;13.59;468.00;0.74;-898458084#1_0;5.10;14.21;tripinfo_veh9625 routing_veh9625;791.00;veh9625;1;5479.51;1.02;0.00;493.36;veh_passenger;;7;377.00
1259.00;1046101217#1_0;25.51;11.98;616.00;0.53;1050950554#0_0;5.10;12.14;tripinfo_veh12678 routing_veh12678;643.00;veh12678;1;8015.26;0.87;0.00;72.65;veh_passenger;;1;4.00
1259.00;1055098827_0;67.47;12.29;866.00;0.56;1055065994#1_0;5.10;0.00;tripinfo_veh17827 routing_veh17827;393.00;veh17827;1;7442.05;0.91;0.00;54.14;veh_passenger;;0;0.00
1259.00;54531637#2_0;570.03;16.52;910.00;0.87;319423453#23_0;5.10;0.00;tripinfo_veh18727 routing_veh18727;349.00;veh18727;1;5770.51;1.05;0.00;54.71;veh_passenger;;0;0.00
1260.00;158675246#17_0;107.21;22.69;42.00;0.44;626812978#1_0;5.10;0.00;tripinfo_veh856 routing_veh856;1218.00;veh856;1;26987.75;1.07;0.00;118.86;veh_passenger;;0;0.00
1260.00;-41379357#11_0;11.70;19.19;141.00;0.94;-1052742412_0;5.10;5.07;tripinfo_veh2885 routing_veh2885;1119.00;veh2885;1;7452.79;0.89;0.00;765.07;veh_passenger;;7;645.00
1260.00;1368302643#3_0;48.27;13.17;443.00;0.69;1258949603#0_0;5.10;0.00;tripinfo_veh9111 routing_veh9111;817.00;veh9111;1;4772.41;0.97;0.00;598.48;veh_passenger;;7;498.00
1260.00;988505706#0_0;95.41;14.00;621.00;0.29;-988553301#1_0;5.10;14.36;tripinfo_veh12786 routing_veh12786;639.00;veh12786;1;11731.55;1.03;0.00;98.01;veh_passenger;;2;6.00
1260.00;37237086#7_0;65.86;16.64;656.00;0.23;-62004861#3_0;5.10;0.00;tripinfo_veh13508 routing_veh13508;604.00;veh13508;1;11907.05;0.84;0.00;71.50;veh_passenger;;1;3.00
1260.00;1049862883#0_0;242.03;12.49;662.00;0.31;-1390622012#1_0;5.10;0.00;tripinfo_veh13630 routing_veh13630;598.00;veh13630;1;6049.01;0.99;0.00;207.58;veh_passenger;;4;130.00
1261.00;170212185#5_0;27.33;10.01;288.00;0.07;355212059#1_0;5.10;0.00;tripinfo_veh5931 routing_veh5931;973.00;veh5931;1;17087.80;1.08;0.00;311.23;veh_passenger;;3;148.00
1262.00;690782623#2_0;259.67;12.10;69.00;0.02;-823076002#3_0;5.10;0.00;tripinfo_veh1421 routing_veh1421;1193.00;veh1421;1;13009.22;0.96;0.00;537.00;veh_passenger;;10;387.00
1262.00;-313817458#2_0;220.99;12.98;631.00;0.04;1214724115#0_0;5.10;13.77;tripinfo_veh12997 routing_veh12997;631.00;veh12997;1;7040.32;0.99;0.00;311.73;veh_passenger;;6;202.00
1262.00;1215345211_0;144.54;11.64;764.00;0.66;322248001_0;5.10;12.77;tripinfo_veh15724 routing_veh15724;498.00;veh15724;1;5792.86;0.92;0.00;193.86;veh_passenger;;6;69.00
1262.00;-1213512466_0;27.19;12.99;825.00;0.83;-1391131000_0;5.10;10.75;tripinfo_veh16977 routing_veh16977;437.00;veh16977;1;5621.77;0.94;0.00;128.25;veh_passenger;;5;23.00
1263.00;1215281617_0;127.68;14.52;62.00;0.83;197733702#4_0;5.10;0.00;tripinfo_veh1260 routing_veh1260;1201.00;veh1260;1;27056.10;1.13;0.00;232.15;veh_passenger;;0;0.00
1263.00;1385707665_0;23.25;12.32;62.00;0.05;1071878477_0;5.10;13.24;tripinfo_veh1276 routing_veh1276;1201.00;veh1276;1;11231.97;0.95;0.00;739.50;veh_passenger;;4;610.00
1264.00;1043565877_0;190.10;11.67;463.00;0.06;335285960#2_0;5.10;0.00;tripinfo_veh9536 routing_veh9536;801.00;veh9536;1;9830.30;0.93;0.00;368.29;veh_passenger;;3;275.00
1264.00;-1046101254#0_0;133.14;13.71;607.00;0.90;-1054260936#1_0;5.10;14.60;tripinfo_veh12485 routing_veh12485;657.00;veh12485;1;5363.44;1.05;0.00;410.85;veh_passenger;;3;341.00
1264.00;1219040311#3_0;34.10;13.17;1215.00;0.95;-1388729808_0;5.10;0.00;tripinfo_veh25008 routing_veh25008;49.00;veh25008;1;516.68;1.02;0.00;10.08;veh_passenger;;0;0.00
1265.00;1051093573#1_0;313.11;12.45;481.00;0.00;-1046251121#3_0;5.10;12.65;tripinfo_veh9908 routing_veh9908;784.00;veh9908;1;10632.59;0.91;0.00;170.71;veh_passenger;;2;79.00
1265.00;1367271678#1_0;76.02;14.61;562.00;0.22;-1071878452_0;5.10;15.32;tripinfo_veh11572 routing_veh11572;703.00;veh11572;1;9308.74;1.10;0.00;275.45;veh_passenger;;4;183.00
1265.00;1432253128_0;73.21;14.95;614.00;0.66;-1385763238_0;5.10;15.22;tripinfo_veh12634 routing_veh12634;651.00;veh12634;1;12933.12;1.10;0.00;107.86;veh_passenger;;2;7.00
1265.00;-1044509113_0;65.42;14.58;691.00;5.28;158366247#9_0;5.10;0.00;tripinfo_veh14125 routing_veh14125;574.00;veh14125;1;12454.10;1.08;0.00;124.96;veh_passenger;;1;22.00
1265.00;-1220236950_0;73.47;15.43;878.00;0.86;-1152642990#3_0;5.10;15.57;tripinfo_veh18068 routing_veh18068;387.00;veh18068;1;5355.79;1.12;0.00;111.16;veh_passenger;;1;18.00
1267.00;-44770274#6_1;29.80;11.09;210.00;0.04;-1383725989#1_0;5.10;13.34;tripinfo_veh4325 routing_veh4325;1057.00;veh4325;1;19638.35;0.96;0.00;237.42;veh_passenger;;2;96.00
1267.00;-695571507#0_0;271.09;14.50;375.00;8.67;-689730984#0_0;5.10;0.00;tripinfo_veh7546 routing_veh7546;892.00;veh7546;1;9717.47;1.12;0.00;354.05;veh_passenger;;3;266.00
1267.00;1258949602#1_0;24.23;13.64;428.00;0.11;-322197517_0;5.10;13.69;tripinfo_veh8814 routing_veh8814;839.00;veh8814;1;5641.31;0.99;0.00;584.85;veh_passenger;;13;276.00
1267.00;1049880651_0;77.12;13.13;1130.00;0.81;191450221#0_0;5.10;0.00;tripinfo_veh23260 routing_veh23260;137.00;veh23260;1;1596.05;0.98;0.00;41.15;veh_passenger;;2;12.00
1268.00;-680393835#7_0;591.58;20.91;270.00;0.76;-1050954344_0;5.10;13.29;tripinfo_veh5546 routing_veh5546;998.00;veh5546;1;20688.72;0.96;0.00;168.16;veh_passenger;;6;58.00
1268.00;318106704#2_0;47.23;12.32;599.00;0.33;-690546151#7_0;5.10;0.00;tripinfo_veh12332 routing_veh12332;669.00;veh12332;1;13440.11;0.95;0.00;76.71;veh_passenger;;0;0.00
1268.00;-1006861078#1_0;36.65;13.24;1120.00;0.96;571752756_0;5.10;0.00;tripinfo_veh23051 routing_veh23051;148.00;veh23051;1;2421.34;1.24;0.00;56.60;veh_passenger;;1;2.00
1269.00;26514974#6_0;34.93;12.41;182.00;0.10;902926786#0_0;5.10;8.55;tripinfo_veh3747 routing_veh3747;1087.00;veh3747;1;21873.94;1.07;0.00;212.26;veh_passenger;;0;0.00
1269.00;1042418419_0;247.77;10.21;292.00;0.53;355214590#1_0;5.10;0.00;tripinfo_veh6004 routing_veh6004;977.00;veh6004;1;9701.85;0.82;0.00;127.39;veh_passenger;;3;28.00
1269.00;1054401197#1_0;77.20;13.28;557.00;0.22;-1387175153#2_0;5.10;13.60;tripinfo_veh11469 routing_veh11469;712.00;veh11469;1;5605.19;0.98;0.00;458.59;veh_passenger;;6;371.00
1269.00;-1387489532_0;50.83;13.72;809.00;0.31;-1369872527_0;5.10;14.54;tripinfo_veh16658 routing_veh16658;460.00;veh16658;1;5591.57;1.05;0.00;226.52;veh_passenger;;4;141.00
1270.00;1055049401#1_0;29.44;12.87;61.00;0.07;626812978#5_0;5.10;0.00;tripinfo_veh1255 routing_veh1255;1209.00;veh1255;1;23822.86;1.14;0.00;357.25;veh_passenger;;4;88.00
1270.00;1391512021_0;31.83;10.09;290.00;1.39;1291694056#1_0;5.10;0.00;tripinfo_veh5945 routing_veh5945;980.00;veh5945;1;13446.79;0.77;0.00;175.40;veh_passenger;;3;86.00
1270.00;156015635#2_0;247.44;26.28;888.00;0.76;-1084985552#1_0;5.10;13.78;tripinfo_veh18276 routing_veh18276;382.00;veh18276;1;4833.69;0.99;0.00;121.44;veh_passenger;;2;38.00
1270.00;27189529#6_0;23.08;30.52;982.00;0.49;-1205394640#1_0;5.10;15.35;tripinfo_veh20218 routing_veh20218;288.00;veh20218;1;3673.33;1.11;0.00;137.25;veh_passenger;;3;55.00
1270.00;-1042171906#1_0;30.95;12.01;1120.00;0.03;-1369907894_0;5.10;12.91;tripinfo_veh23070 routing_veh23070;150.00;veh23070;1;1605.51;0.93;0.00;21.26;veh_passenger;;0;0.00
1271.00;1220236960_0;62.54;12.31;233.00;0.22;-902523962_0;5.10;5.40;tripinfo_veh4795 routing_veh4795;1038.00;veh4795;1;5225.46;0.97;0.00;822.66;veh_passenger;;26;492.00
1271.00;1041987261_0;95.28;16.24;751.00;0.81;-902523972#1_0;5.10;6.55;tripinfo_veh15453 routing_veh15453;520.00;veh15453;1;3100.34;1.18;0.00;351.32;veh_passenger;;6;266.00
1271.00;229908897#5_0;78.10;11.73;856.00;1.24;1043560338#1_0;5.10;0.00;tripinfo_veh17607 routing_veh17607;415.00;veh17607;1;6062.43;0.86;0.00;39.76;veh_passenger;;0;0.00
1271.00;988530865#0_0;28.32;12.02;1002.00;0.78;1225841608#3_0;5.10;0.00;tripinfo_veh20624 routing_veh20624;269.00;veh20624;1;3537.92;0.88;0.00;58.73;veh_passenger;;2;12.00
1272.00;322244195#1_0;10.13;13.38;3.00;0.38;329454939#2_0;5.10;0.00;tripinfo_veh54 routing_veh54;1269.00;veh54;1;12699.34;1.00;0.00;773.92;veh_passenger;;6;622.00
1272.00;815459479#24_0;275.36;10.78;183.00;0.22;-988505719_0;5.10;11.63;tripinfo_veh3765 routing_veh3765;1089.00;veh3765;1;11589.18;0.84;0.00;320.31;veh_passenger;;6;188.00
1272.00;1386461681_0;78.06;14.50;230.00;0.67;1053935174#17_0;5.10;0.00;tripinfo_veh4724 routing_veh4724;1042.00;veh4724;1;7951.02;1.13;0.00;738.21;veh_passenger;;16;472.00
1273.00;-1051023016#0_0;121.38;9.72;82.00;0.64;801453904#0_2;5.10;21.91;tripinfo_veh1676 routing_veh1676;1191.00;veh1676;1;14935.57;0.79;0.00;435.89;veh_passenger;;8;321.00
1273.00;-1387489532_0;50.83;12.41;116.00;0.02;1367271680#0_0;5.10;13.18;tripinfo_veh2389 routing_veh2389;1157.00;veh2389;1;12460.07;0.95;0.00;647.78;veh_passenger;;11;485.00
1273.00;1385754747_0;24.60;11.60;361.00;5.30;-641793526#15_0;5.10;0.00;tripinfo_veh7327 routing_veh7327;912.00;veh7327;1;19017.08;0.99;0.00;173.05;veh_passenger;;5;35.00
1273.00;-1218993441_0;57.30;13.11;654.00;0.27;-1376961170#1_0;5.10;14.15;tripinfo_veh13466 routing_veh13466;619.00;veh13466;1;8197.77;1.02;0.00;180.62;veh_passenger;;4;91.00
1273.00;1071869400_0;173.18;13.06;669.00;0.52;321398255#4_0;5.10;0.00;tripinfo_veh13770 routing_veh13770;604.00;veh13770;1;6104.51;0.99;0.00;257.70;veh_passenger;;4;171.00
1273.00;1216993015_0;124.01;13.21;945.00;0.82;-585729756#0_0;5.10;0.00;tripinfo_veh19449 routing_veh19449;328.00;veh19449;1;4441.72;0.99;0.00;112.63;veh_passenger;;5;42.00
1273.00;-630625585#6_0;134.42;25.30;1059.00;0.64;823076001#2_0;5.10;0.00;tripinfo_veh21801 routing_veh21801;214.00;veh21801;1;3465.22;1.18;0.00;77.14;veh_passenger;;1;48.00
1273.00;-1043817978#2_0;99.65;11.96;1068.00;0.27;-1386468554_0;5.10;12.03;tripinfo_veh21994 routing_veh21994;205.00;veh21994;1;3057.50;0.87;0.00;30.50;veh_passenger;;0;0.00
1274.00;1050019350_0;29.02;11.08;1136.00;0.35;-1050015294#3_0;5.10;0.00;tripinfo_veh23393 routing_veh23393;138.00;veh23393;1;1407.87;0.94;0.00;32.18;veh_passenger;;1;9.00
1275.00;1054399009_0;323.07;11.20;527.00;0.32;-1394479824#1_0;5.10;11.75;tripinfo_veh10849 routing_veh10849;748.00;veh10849;1;11296.27;0.85;0.00;91.74;veh_passenger;;2;14.00
1275.00;1215345210_0;73.70;12.49;542.00;0.80;321398257#2_0;5.10;0.00;tripinfo_veh11148 routing_veh11148;733.00;veh11148;1;2406.01;0.95;0.00;618.05;veh_passenger;;7;532.00
1275.00;1371170474#1_0;0.61;9.92;674.00;8.04;174471202#5_0;5.10;0.00;tripinfo_veh13718 routing_veh13718;601.00;veh13718;1;4929.19;0.81;0.00;285.48;veh_passenger;;5;166.00
1275.00;44770393#28_0;719.66;19.21;819.00;0.12;-1049862896_0;5.10;12.36;tripinfo_veh16868 routing_veh16868;456.00;veh16868;1;8074.37;0.89;0.00;42.35;veh_passenger;;0;0.00
1275.00;-1217255199_0;53.26;13.51;1059.00;0.54;-1432251960#1_0;5.10;14.48;tripinfo_veh21803 routing_veh21803;216.00;veh21803;1;4124.45;1.04;0.00;44.84;veh_passenger;;0;0.00
