tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1197.00;-160317145#1_1;170.02;24.53;230.00;0.62;-1045129832_0;5.10;12.29;tripinfo_veh4725 routing_veh4725;967.00;veh4725;1;7853.10;0.88;0.00;606.97;veh_passenger;;6;532.00
1197.00;160320114#1_1;31.14;20.80;298.00;0.36;-1042418419_0;5.10;0.00;tripinfo_veh6131 routing_veh6131;899.00;veh6131;1;10943.52;1.02;0.00;406.31;veh_passenger;;8;297.00
1197.00;-898458109#2_0;185.54;12.99;501.00;8.01;-22838319#9_0;0.20;0.00;tripinfo_veh10155 routing_veh10155;696.00;veh10155;1;6019.13;0.95;0.00;420.82;veh_passenger;;3;364.00
1198.00;1372269316#0_0;41.48;14.69;46.00;0.56;-1385731064_0;5.10;15.41;tripinfo_veh936 routing_veh936;1152.00;veh936;1;16572.29;1.11;0.00;551.12;veh_passenger;;10;310.00
1198.00;1385268125_0;108.20;12.39;89.00;0.60;1370363139#9_1;5.10;0.00;tripinfo_veh1821 routing_veh1821;1109.00;veh1821;1;20977.33;0.96;0.00;101.18;veh_passenger;;1;4.00
1198.00;-1378635653#0_0;11.33;12.21;306.00;0.98;315097176#2_1;5.10;0.00;tripinfo_veh6283 routing_veh6283;892.00;veh6283;1;4745.77;0.96;0.00;692.44;veh_passenger;;4;601.00
1198.00;355212064#6_0;145.17;14.29;479.00;0.04;-1071878442_0;5.10;0.00;tripinfo_veh9866 routing_veh9866;719.00;veh9866;1;9344.21;1.10;0.00;339.69;veh_passenger;;5;207.00
1198.00;1046251124#1_0;24.47;14.89;609.00;0.81;1044509114_0;5.10;0.00;tripinfo_veh12528 routing_veh12528;589.00;veh12528;1;11738.58;1.16;0.00;129.16;veh_passenger;;0;0.00
1198.00;28069086#2_0;87.92;24.27;1038.00;5.90;902534333#4_1;4.33;0.00;tripinfo_veh21260 routing_veh21260;160.00;veh21260;1;2366.97;1.12;0.00;38.12;veh_passenger;;0;0.00
1198.00;1214491790_0;67.80;16.06;1104.00;0.78;-1212935887_0;5.10;17.18;tripinfo_veh22725 routing_veh22725;94.00;veh22725;1;1390.12;1.24;0.00;41.71;veh_passenger;;0;0.00
1199.00;1098228004_0;65.56;11.89;824.00;0.60;-1088091735_0;5.10;11.97;tripinfo_veh16961 routing_veh16961;375.00;veh16961;1;5351.34;0.86;0.00;116.98;veh_passenger;;1;53.00
1199.00;1055092045_0;380.60;11.97;904.00;0.45;-1055092056#0_0;5.10;0.00;tripinfo_veh18612 routing_veh18612;295.00;veh18612;1;2404.15;0.95;0.00;125.47;veh_passenger;;2;94.00
1200.00;-1043849473_0;79.17;11.31;905.00;0.19;-1045129812#0_0;5.10;0.00;tripinfo_veh18638 routing_veh18638;295.00;veh18638;1;1355.31;0.88;0.00;194.17;veh_passenger;;3;168.00
1200.00;1050954351#0_0;29.85;10.56;989.00;0.40;-1050973568#1_0;5.10;11.81;tripinfo_veh20364 routing_veh20364;211.00;veh20364;1;3673.73;0.85;0.00;21.70;veh_passenger;;0;0.00
1201.00;132071730#0_0;125.06;11.40;293.00;47.89;-279806915#0_0;5.10;0.00;tripinfo_veh5049 routing_veh5049;908.00;veh5049;1;5717.97;0.85;0.00;628.03;veh_passenger;;11;484.00
1201.00;1042192053#1_0;195.43;13.97;642.00;0.02;1042245459_0;5.10;14.92;tripinfo_veh13224 routing_veh13224;559.00;veh13224;1;6836.09;1.07;0.00;261.32;veh_passenger;;4;148.00
1202.00;-890222588#4_0;168.53;14.27;361.00;0.40;-1042584437_0;5.10;0.00;tripinfo_veh7428 routing_veh7428;841.00;veh7428;1;9606.89;1.07;0.00;425.93;veh_passenger;;4;302.00
1202.00;131709936#16_0;157.09;24.32;741.00;0.33;1219040372_0;5.10;12.44;tripinfo_veh15257 routing_veh15257;461.00;veh15257;1;2898.35;0.90;0.00;299.28;veh_passenger;;8;202.00
1202.00;1213567566_0;158.39;12.07;778.00;0.58;-156026268#0_0;5.10;0.00;tripinfo_veh16014 routing_veh16014;424.00;veh16014;1;5338.61;0.94;0.00;174.35;veh_passenger;;3;4.00
1202.00;-1115128582_0;120.54;12.78;1041.00;0.60;-1303488173_0;5.10;13.88;tripinfo_veh21431 routing_veh21431;161.00;veh21431;1;2799.78;1.00;0.00;19.80;veh_passenger;;0;0.00
1203.00;1071860459#1_0;159.30;11.69;161.00;0.51;1061113469_0;5.10;0.00;tripinfo_veh3306 routing_veh3306;1042.00;veh3306;1;9606.10;0.86;0.00;491.21;veh_passenger;;3;408.00
1203.00;131709941#7_0;28.65;22.80;169.00;0.16;1367271680#0_0;5.10;14.56;tripinfo_veh3478 routing_veh3478;1034.00;veh3478;1;6396.52;1.05;0.00;790.21;veh_passenger;;4;668.00
1203.00;1046958042#5_0;71.80;12.68;344.00;0.83;-1154699531_0;5.10;13.41;tripinfo_veh7069 routing_veh7069;859.00;veh7069;1;5861.83;0.97;0.00;586.31;veh_passenger;;8;482.00
1203.00;-1388247415#0_0;11.25;6.76;432.00;0.32;1049852872_0;5.10;0.00;tripinfo_veh8892 routing_veh8892;771.00;veh8892;1;7572.69;0.99;0.00;472.77;veh_passenger;;7;306.00
1203.00;1369514013#2_0;116.33;11.58;745.00;0.59;-1086356609#1_0;5.10;0.00;tripinfo_veh15334 routing_veh15334;458.00;veh15334;1;5882.06;0.91;0.00;153.35;veh_passenger;;5;41.00
1203.00;-1219040374_0;99.41;12.14;988.00;0.18;-325440932#1_0;5.10;0.00;tripinfo_veh20348 routing_veh20348;215.00;veh20348;1;2045.58;0.93;0.00;57.47;veh_passenger;;2;7.00
1203.00;556414773#0_0;34.06;13.43;1046.00;0.99;1054370046#2_0;5.10;0.00;tripinfo_veh21526 routing_veh21526;157.00;veh21526;1;1858.74;0.99;0.00;29.58;veh_passenger;;1;1.00
1204.00;-1218993517_0;58.40;13.31;458.00;0.55;1218440518#0_0;5.10;14.03;tripinfo_veh9423 routing_veh9423;746.00;veh9423;1;7083.92;1.01;0.00;394.25;veh_passenger;;5;246.00
1204.00;1054632959_0;629.89;10.91;652.00;0.75;1054354495#0_0;5.10;0.00;tripinfo_veh13415 routing_veh13415;552.00;veh13415;1;7729.52;0.85;0.00;109.84;veh_passenger;;3;56.00
1204.00;170210813_0;53.34;12.57;941.00;0.12;197733702#6_0;5.10;0.00;tripinfo_veh19381 routing_veh19381;263.00;veh19381;1;4449.47;0.96;0.00;36.58;veh_passenger;;0;0.00
1205.00;-1220468023_0;185.83;14.12;53.00;0.38;824194094#3_0;5.10;0.00;tripinfo_veh1084 routing_veh1084;1152.00;veh1084;1;19913.44;1.03;0.00;234.96;veh_passenger;;4;35.00
1205.00;-156032741#0_0;17.08;22.77;447.00;0.23;585630247#25_1;5.10;0.00;tripinfo_veh9203 routing_veh9203;758.00;veh9203;1;13582.12;1.03;0.00;210.08;veh_passenger;;4;54.00
1205.00;-980987327_0;97.46;14.28;803.00;0.33;903009081#0_0;5.10;15.52;tripinfo_veh16534 routing_veh16534;402.00;veh16534;1;4783.72;1.12;0.00;181.23;veh_passenger;;3;80.00
1206.00;1049706463_0;253.80;11.65;9.00;0.02;-1053937974_0;5.10;12.72;tripinfo_veh185 routing_veh185;1197.00;veh185;1;9008.01;0.92;0.00;785.78;veh_passenger;;8;601.00
1206.00;1370252432#1_0;74.58;16.20;175.00;0.91;-1042896337#1_0;5.10;0.00;tripinfo_veh3586 routing_veh3586;1031.00;veh3586;1;18558.53;0.90;0.00;108.12;veh_passenger;;0;0.00
1206.00;1381955707_0;32.73;12.75;283.00;0.02;321399398#17_0;5.10;0.00;tripinfo_veh5829 routing_veh5829;923.00;veh5829;1;6799.41;0.97;0.00;566.74;veh_passenger;;8;445.00
1206.00;355210812#2_0;75.35;12.89;553.00;0.01;1216159299_0;5.10;13.95;tripinfo_veh11391 routing_veh11391;653.00;veh11391;1;4544.54;1.00;0.00;426.02;veh_passenger;;15;250.00
1206.00;320044835#4_0;18.39;11.52;909.00;0.79;-1322053906_0;5.10;11.58;tripinfo_veh18708 routing_veh18708;297.00;veh18708;1;2151.08;0.83;0.00;106.57;veh_passenger;;5;53.00
1206.00;-1052737792_0;18.35;2.08;957.00;0.78;-1215345237_0;5.10;13.68;tripinfo_veh19697 routing_veh19697;249.00;veh19697;1;2242.44;0.98;0.00;93.07;veh_passenger;;2;48.00
1206.00;1043781968#2_0;109.45;13.98;1097.00;4.56;-172366588#4_1;5.10;0.00;tripinfo_veh22503 routing_veh22503;109.00;veh22503;1;1376.69;1.10;0.00;44.48;veh_passenger;;1;14.00
1207.00;380332370#4_0;156.06;19.75;224.00;0.35;-1217034151_0;5.10;12.64;tripinfo_veh4607 routing_veh4607;983.00;veh4607;1;16054.78;0.91;0.00;193.07;veh_passenger;;2;2.00
1207.00;1055092053#2_0;161.66;12.11;550.00;0.60;231218707#1_0;5.10;0.00;tripinfo_veh11317 routing_veh11317;657.00;veh11317;1;10876.49;0.93;0.00;166.80;veh_passenger;;4;65.00
1207.00;1383726013#1_0;43.48;12.89;699.00;2.94;-630624872#0_0;5.10;0.00;tripinfo_veh14338 routing_veh14338;508.00;veh14338;1;8477.64;0.98;0.00;61.43;veh_passenger;;1;2.00
1208.00;1369037034#1_0;157.56;13.22;47.00;0.54;-988505716_0;5.10;14.32;tripinfo_veh957 routing_veh957;1161.00;veh957;1;12392.40;1.03;0.00;618.51;veh_passenger;;7;485.00
1208.00;1044435223#1_0;294.66;14.44;457.00;0.47;-548937827#1_0;5.10;15.18;tripinfo_veh9404 routing_veh9404;751.00;veh9404;1;11397.10;1.09;0.00;188.82;veh_passenger;;6;83.00
1208.00;-78532503#2_0;196.40;15.89;979.00;1.91;-1219040309_0;5.10;0.00;tripinfo_veh20127 routing_veh20127;229.00;veh20127;1;3002.77;1.15;0.00;43.91;veh_passenger;;0;0.00
1209.00;556414775_0;33.34;14.30;305.00;0.71;-1051238803_0;5.10;15.78;tripinfo_veh6268 routing_veh6268;904.00;veh6268;1;13334.15;1.14;0.00;316.04;veh_passenger;;5;121.00
1210.00;1042241309#1_0;383.23;13.96;46.00;0.12;-1217163669#1_0;5.10;15.14;tripinfo_veh945 routing_veh945;1164.00;veh945;1;20614.73;1.09;0.00;316.18;veh_passenger;;6;45.00
1210.00;-191450223#24_0;184.65;27.38;398.00;0.84;-1051074683_0;5.10;15.30;tripinfo_veh8181 routing_veh8181;812.00;veh8181;1;15367.67;1.10;0.00;165.46;veh_passenger;;1;53.00
1211.00;22838354#1_0;749.13;11.63;51.00;0.32;-1217034145_0;5.10;13.80;tripinfo_veh1044 routing_veh1044;1160.00;veh1044;1;13231.82;0.99;0.00;587.89;veh_passenger;;7;435.00
1211.00;1085275907#1_0;12.17;13.01;612.00;0.99;-1219081089_0;5.10;13.83;tripinfo_veh12586 routing_veh12586;599.00;veh12586;1;5330.32;1.00;0.00;278.10;veh_passenger;;2;175.00
1212.00;1046546417#1_0;221.64;11.50;413.00;0.26;655791592_0;5.10;12.33;tripinfo_veh8502 routing_veh8502;799.00;veh8502;1;15199.80;0.89;0.00;65.30;veh_passenger;;0;0.00
1212.00;1046451880_0;18.48;8.39;483.00;0.21;-630845188#1_0;5.10;0.00;tripinfo_veh9945 routing_veh9945;729.00;veh9945;1;12250.67;0.90;0.00;189.93;veh_passenger;;3;60.00
1212.00;-1381022101#0_0;232.94;11.61;759.00;0.22;1367271674#6_0;5.10;0.00;tripinfo_veh15630 routing_veh15630;453.00;veh15630;1;6708.11;0.89;0.00;57.17;veh_passenger;;1;9.00
1212.00;-1047086887#0_0;280.05;12.88;799.00;0.56;1084005683#1_0;5.10;0.00;tripinfo_veh16447 routing_veh16447;413.00;veh16447;1;3850.87;0.95;0.00;171.27;veh_passenger;;3;92.00
1213.00;1370252437#7_1;223.60;30.31;81.00;0.27;1088091733#1_0;5.10;0.00;tripinfo_veh1663 routing_veh1663;1132.00;veh1663;1;23454.08;1.12;0.00;195.33;veh_passenger;;2;19.00
1213.00;1047458856_0;142.53;12.43;189.00;0.88;-239454853#1_0;5.10;0.00;tripinfo_veh3875 routing_veh3875;1024.00;veh3875;1;10205.39;0.94;0.00;581.85;veh_passenger;;8;441.00
1213.00;-1215984207#1_0;103.57;15.35;590.00;0.69;1217029649#0_0;5.10;0.00;tripinfo_veh12139 routing_veh12139;623.00;veh12139;1;10428.24;1.12;0.00;258.92;veh_passenger;;2;92.00
1213.00;-321399398#15_0;46.91;4.91;1086.00;0.16;-1071860430_0;5.10;14.76;tripinfo_veh22367 routing_veh22367;127.00;veh22367;1;1175.80;1.06;0.00;42.43;veh_passenger;;2;12.00
1214.00;-131993095#1_0;172.80;22.21;1029.00;0.45;319977060#8_0;0.20;0.00;tripinfo_veh21187 routing_veh21187;185.00;veh21187;1;1998.57;1.02;0.00;58.73;veh_passenger;;3;24.00
1215.00;1214296564#1_0;25.74;5.93;164.00;0.54;902920463#13_0;5.10;0.00;tripinfo_veh3367 routing_veh3367;1051.00;veh3367;1;15818.49;1.07;0.00;374.40;veh_passenger;;8;218.00
1215.00;1042419272_0;78.25;12.90;176.00;0.31;-158407440#11_1;5.10;0.00;tripinfo_veh3619 routing_veh3619;1039.00;veh3619;1;17588.64;0.99;0.00;389.58;veh_passenger;;3;306.00
1215.00;-898458121#2_0;0.20;3.86;184.00;0.74;-1386066058_0;5.10;2.16;tripinfo_veh3775 routing_veh3775;1031.00;veh3775;1;6934.36;0.78;0.00;660.65;veh_passenger;;7;551.00
1215.00;1388206500_0;1221.34;15.17;209.00;0.64;1217169252_0;5.10;15.49;tripinfo_veh4292 routing_veh4292;1006.00;veh4292;1;19235.36;1.12;0.00;212.28;veh_passenger;;4;35.00
1215.00;-318725571#0_0;106.99;6.23;314.00;0.15;-825413952_0;5.10;14.37;tripinfo_veh6465 routing_veh6465;901.00;veh6465;1;14671.07;1.03;0.00;274.05;veh_passenger;;7;145.00
1215.00;988203053#1_0;87.50;14.08;614.00;0.57;-1385747151_0;5.10;14.81;tripinfo_veh12636 routing_veh12636;601.00;veh12636;1;13257.13;1.07;0.00;113.08;veh_passenger;;1;47.00
1215.00;1268366201_0;55.65;12.22;652.00;0.41;1049115408_0;5.10;0.00;tripinfo_veh13422 routing_veh13422;563.00;veh13422;1;1482.63;0.92;0.00;348.25;veh_passenger;;2;314.00
1215.00;-28069086#4_0;161.29;21.05;865.00;0.24;-1387268319_0;5.10;10.53;tripinfo_veh17813 routing_veh17813;350.00;veh17813;1;3730.38;0.98;0.00;143.96;veh_passenger;;3;72.00
1216.00;158718340#3_0;419.34;14.52;281.00;0.06;-1050950549_0;5.10;14.80;tripinfo_veh5787 routing_veh5787;935.00;veh5787;1;21725.00;1.07;0.00;101.88;veh_passenger;;0;0.00
1216.00;-1046101221_0;100.76;14.32;566.00;0.39;-1051094028_0;5.10;15.58;tripinfo_veh11651 routing_veh11651;650.00;veh11651;1;7724.00;1.12;0.00;312.89;veh_passenger;;4;196.00
1216.00;-548937848#0_0;115.49;12.95;663.00;3.69;-1382279711#1_0;5.10;0.00;tripinfo_veh13581 routing_veh13581;553.00;veh13581;1;3904.36;0.97;0.00;362.11;veh_passenger;;6;284.00
1216.00;-1071860449_0;64.03;13.25;982.00;0.83;-319899823#6_0;5.10;0.00;tripinfo_veh20211 routing_veh20211;234.00;veh20211;1;940.65;0.96;0.00;169.89;veh_passenger;;3;136.00
1217.00;1053935160_0;38.31;12.25;822.00;0.59;1218449555#0_0;5.10;12.60;tripinfo_veh16920 routing_veh16920;395.00;veh16920;1;3684.35;0.91;0.00;164.04;veh_passenger;;5;50.00
1218.00;-1217164275#0_0;519.21;12.75;45.00;0.39;-380543962_0;5.10;0.00;tripinfo_veh919 routing_veh919;1173.00;veh919;1;18119.11;0.97;0.00;222.93;veh_passenger;;6;51.00
1218.00;1054356705#2_0;123.57;14.48;92.00;0.05;-26299202#6_0;5.10;0.00;tripinfo_veh1894 routing_veh1894;1126.00;veh1894;1;12506.63;1.04;0.00;588.61;veh_passenger;;14;432.00
1218.00;160327081#1_1;5.33;4.36;211.00;0.45;252029715_0;5.10;0.00;tripinfo_veh4337 routing_veh4337;1007.00;veh4337;1;17670.30;0.93;0.00;236.01;veh_passenger;;4;116.00
1219.00;-156020180#6_0;34.71;19.61;578.00;0.44;1322125022_0;5.10;0.00;tripinfo_veh11897 routing_veh11897;641.00;veh11897;1;4106.88;0.93;0.00;450.42;veh_passenger;;5;344.00
1219.00;-1051238799_0;71.69;13.30;698.00;0.05;-1044514928#1_0;5.10;13.71;tripinfo_veh14377 routing_veh14377;521.00;veh14377;1;11338.39;0.99;0.00;79.60;veh_passenger;;2;22.00
1219.00;-1057796825#3_0;94.32;13.94;1057.00;0.34;132070864#1_0;5.10;0.00;tripinfo_veh21766 routing_veh21766;162.00;veh21766;1;3046.15;1.09;0.00;25.23;veh_passenger;;0;0.00
1220.00;-1046119809#0_0;257.52;14.84;68.00;0.52;334275828#7_0;5.10;0.00;tripinfo_veh1390 routing_veh1390;1152.00;veh1390;1;13471.62;1.08;0.00;578.27;veh_passenger;;6;458.00
1220.00;1216883568_0;115.56;12.14;423.00;0.89;-1216159289_0;5.10;12.56;tripinfo_veh8695 routing_veh8695;797.00;veh8695;1;11297.17;0.90;0.00;138.33;veh_passenger;;3;32.00
1220.00;1218993509_0;0.20;15.13;450.00;0.90;-218858282#25_0;5.10;0.00;tripinfo_veh9251 routing_veh9251;770.00;veh9251;1;13514.82;1.10;0.00;234.14;veh_passenger;;3;6.00
1220.00;1218441620_0;72.12;13.31;518.00;0.74;355391685#1_0;5.10;0.00;tripinfo_veh10655 routing_veh10655;702.00;veh10655;1;3306.45;0.96;0.00;482.88;veh_passenger;;16;279.00
1221.00;1043565875_0;90.15;12.36;320.00;0.66;849848496#1_0;5.10;0.00;tripinfo_veh6578 routing_veh6578;901.00;veh6578;1;10798.13;0.94;0.00;437.57;veh_passenger;;8;263.00
1221.00;902926787#1_0;73.06;17.69;576.00;0.04;-1302316760_0;5.10;17.70;tripinfo_veh11864 routing_veh11864;645.00;veh11864;1;5654.97;1.27;0.00;402.75;veh_passenger;;10;153.00
1221.00;1219040457_0;57.06;15.18;735.00;0.10;1084012954#1_0;5.10;0.00;tripinfo_veh15138 routing_veh15138;486.00;veh15138;1;5543.58;1.16;0.00;207.48;veh_passenger;;5;72.00
1221.00;-218032138#1_0;88.70;23.17;820.00;8.50;1103754619#4_0;5.10;0.00;tripinfo_veh16716 routing_veh16716;401.00;veh16716;1;7413.66;0.85;0.00;29.47;veh_passenger;;0;0.00
1222.00;1376928918#5_0;39.32;13.38;369.00;0.00;-1052654332_0;5.10;13.71;tripinfo_veh7601 routing_veh7601;853.00;veh7601;1;13820.47;0.99;0.00;143.65;veh_passenger;;1;2.00
1222.00;1382481853_0;33.07;14.06;587.00;0.56;-1071869436_0;5.10;14.79;tripinfo_veh12080 routing_veh12080;635.00;veh12080;1;11158.27;1.06;0.00;122.62;veh_passenger;;2;38.00
1222.00;-1388005541_0;169.89;15.69;589.00;0.42;1219040367_0;5.10;0.00;tripinfo_veh12124 routing_veh12124;633.00;veh12124;1;10512.27;1.14;0.00;139.73;veh_passenger;;0;0.00
1222.00;1393490333#3_0;54.95;27.30;622.00;0.70;-220749511#4_0;5.10;0.00;tripinfo_veh12798 routing_veh12798;600.00;veh12798;1;12423.66;1.11;0.00;114.03;veh_passenger;;1;23.00
1222.00;322244178#2_0;98.47;11.40;668.00;0.39;-1382267505#1_0;5.10;12.26;tripinfo_veh13752 routing_veh13752;554.00;veh13752;1;4986.72;0.88;0.00;257.04;veh_passenger;;3;178.00
1222.00;-852618915#0_0;29.80;10.84;875.00;0.34;-1049862896_0;5.10;14.11;tripinfo_veh18017 routing_veh18017;347.00;veh18017;1;4478.54;1.02;0.00;84.48;veh_passenger;;2;15.00
1223.00;1042245456_0;73.93;1.61;56.00;0.27;-903009075_0;5.10;13.91;tripinfo_veh1148 routing_veh1148;1167.00;veh1148;1;5884.88;1.00;0.00;871.00;veh_passenger;;18;702.00
1223.00;1219080771_0;104.05;13.36;101.00;0.17;-1220468025_0;5.10;14.56;tripinfo_veh2077 routing_veh2077;1122.00;veh2077;1;19507.35;1.05;0.00;253.75;veh_passenger;;4;81.00
1223.00;988530863_0;40.29;15.24;233.00;0.51;-1385746006_0;5.10;15.59;tripinfo_veh4789 routing_veh4789;990.00;veh4789;1;19773.63;1.12;0.00;236.78;veh_passenger;;2;14.00
1223.00;-980987331_0;71.15;12.12;916.00;0.95;378247890#1_0;5.10;0.00;tripinfo_veh18849 routing_veh18849;307.00;veh18849;1;4259.50;0.92;0.00;31.99;veh_passenger;;0;0.00
1223.00;-322244187#0_0;65.13;11.02;966.00;0.41;-1212711301_0;5.10;12.29;tripinfo_veh19890 routing_veh19890;257.00;veh19890;1;4239.15;0.88;0.00;27.82;veh_passenger;;0;0.00
1224.00;1054195152#0_0;10.87;10.06;365.00;0.22;-1055130136#3_0;5.10;16.87;tripinfo_veh7514 routing_veh7514;859.00;veh7514;1;16522.98;1.21;0.00;270.54;veh_passenger;;5;56.00
1224.00;841957967#1_0;34.94;12.44;588.00;0.05;-1382520943_0;5.10;13.49;tripinfo_veh12111 routing_veh12111;636.00;veh12111;1;9297.66;0.97;0.00;101.86;veh_passenger;;1;5.00
1224.00;1053954493_0;40.41;12.92;861.00;0.03;156015635#2_0;5.10;0.00;tripinfo_veh17735 routing_veh17735;363.00;veh17735;1;3770.25;1.11;0.00;187.90;veh_passenger;;1;83.00
1224.00;1368351217_0;113.80;13.99;934.00;0.31;1043817979#3_0;5.10;0.00;tripinfo_veh19233 routing_veh19233;290.00;veh19233;1;3340.54;1.03;0.00;60.97;veh_passenger;;1;14.00
1225.00;673944909_0;22.67;4.89;83.00;0.23;-1391536945_0;5.10;13.46;tripinfo_veh1705 routing_veh1705;1142.00;veh1705;1;11449.66;0.97;0.00;684.72;veh_passenger;;3;624.00
1225.00;1042966484#1_0;68.51;10.69;165.00;3.39;1370252444#1_0;5.10;0.00;tripinfo_veh3329 routing_veh3329;1060.00;veh3329;1;19267.39;0.85;0.00;85.96;veh_passenger;;0;0.00
1225.00;1383759264_0;388.10;14.40;540.00;0.94;-1385731074_0;5.10;14.97;tripinfo_veh11104 routing_veh11104;685.00;veh11104;1;15180.24;1.08;0.00;136.17;veh_passenger;;2;63.00
1225.00;988530927_0;111.87;15.05;825.00;0.97;-1381991229#0_0;5.10;0.00;tripinfo_veh16974 routing_veh16974;400.00;veh16974;1;7106.70;1.11;0.00;105.11;veh_passenger;;2;27.00
1226.00;-335287043#1_0;379.57;14.70;469.00;1.93;131993103#0_0;5.10;0.00;tripinfo_veh9621 routing_veh9621;757.00;veh9621;1;8066.76;1.09;0.00;456.62;veh_passenger;;12;270.00
1226.00;1042925589#0_0;387.16;12.43;520.00;0.50;-1388731585_0;5.10;12.86;tripinfo_veh10701 routing_veh10701;706.00;veh10701;1;11017.38;0.93;0.00;198.08;veh_passenger;;3;135.00
1226.00;1383922338#12_0;300.46;29.70;548.00;0.44;220749513#1_0;5.10;0.00;tripinfo_veh11279 routing_veh11279;678.00;veh11279;1;14906.39;1.07;0.00;129.18;veh_passenger;;0;0.00
1226.00;445651180_0;46.49;12.79;757.00;0.55;1046101239#0_0;5.10;13.01;tripinfo_veh15582 routing_veh15582;469.00;veh15582;1;8228.51;0.94;0.00;113.84;veh_passenger;;2;52.00
1226.00;1217255401_0;94.26;11.57;896.00;0.90;-683448177#3_0;5.10;0.00;tripinfo_veh18438 routing_veh18438;330.00;veh18438;1;3832.47;0.91;0.00;153.92;veh_passenger;;2;94.00
1227.00;1382502866_0;71.25;14.40;42.00;0.74;-1152642991#3_0;5.10;0.00;tripinfo_veh850 routing_veh850;1185.00;veh850;1;7079.62;1.10;0.00;919.75;veh_passenger;;5;824.00
1227.00;-1150433185_0;591.75;13.65;43.00;0.57;321397980_0;5.10;0.00;tripinfo_veh874 routing_veh874;1184.00;veh874;1;12148.89;1.07;0.00;695.06;veh_passenger;;7;579.00
1227.00;-132056616#1_0;67.87;14.69;407.00;0.96;379260375#1_0;5.10;0.00;tripinfo_veh8364 routing_veh8364;820.00;veh8364;1;9063.25;1.06;0.00;434.38;veh_passenger;;9;283.00
1228.00;684340779#2_0;364.75;14.09;112.00;0.05;-1054408529#4_0;5.10;14.82;tripinfo_veh2306 routing_veh2306;1116.00;veh2306;1;25162.94;1.07;0.00;115.73;veh_passenger;;0;0.00
1231.00;1043107771#1_0;23.77;12.45;31.00;0.56;-1383759265_0;5.10;0.00;tripinfo_veh627 routing_veh627;1200.00;veh627;1;22990.75;0.90;0.00;118.12;veh_passenger;;0;0.00
1231.00;-1218978021#0_0;131.78;12.11;424.00;5.14;188033411#4_0;5.10;0.00;tripinfo_veh8628 routing_veh8628;807.00;veh8628;1;11271.05;0.96;0.00;284.19;veh_passenger;;3;191.00
1231.00;-1041910261#1_0;117.72;10.58;434.00;0.14;1268353264_0;5.10;0.00;tripinfo_veh8937 routing_veh8937;797.00;veh8937;1;3829.43;0.85;0.00;558.21;veh_passenger;;7;470.00
1231.00;132071724#2_0;3.95;6.77;442.00;0.28;1370363139#4_0;5.10;0.00;tripinfo_veh9099 routing_veh9099;789.00;veh9099;1;7607.22;0.97;0.00;474.39;veh_passenger;;8;312.00
1232.00;-1051074675_0;1628.99;14.18;15.00;0.00;-1071878481_0;5.10;14.55;tripinfo_veh309 routing_veh309;1217.00;veh309;1;20187.34;1.05;0.00;409.94;veh_passenger;;7;244.00
1232.00;-1054403353_0;80.16;13.63;1010.00;0.91;-849842914#4_0;5.10;0.00;tripinfo_veh20786 routing_veh20786;222.00;veh20786;1;3440.03;1.03;0.00;37.72;veh_passenger;;0;0.00
1232.00;427760260_0;62.52;13.29;1021.00;0.17;-1358318480_0;5.10;14.56;tripinfo_veh21028 routing_veh21028;211.00;veh21028;1;3089.59;1.05;0.00;35.80;veh_passenger;;0;0.00
1232.00;1383686376#0_0;158.08;15.37;1098.00;13.42;-378246877#6_0;5.10;0.00;tripinfo_veh22341 routing_veh22341;134.00;veh22341;1;2088.51;1.14;0.00;36.75;veh_passenger;;0;0.00
1232.00;-354997499#0_0;32.75;12.01;1138.00;0.80;1052750839#0_0;5.10;0.00;tripinfo_veh23425 routing_veh23425;94.00;veh23425;1;938.05;0.92;0.00;16.16;veh_passenger;;0;0.00
1233.00;1052750837_0;29.48;13.58;59.00;0.02;1343934045_0;5.10;0.00;tripinfo_veh1215 routing_veh1215;1174.00;veh1215;1;4379.71;1.04;0.00;967.16;veh_passenger;;9;866.00
1233.00;1390396720#1_0;30.80;11.13;154.00;0.01;977800015#0_0;5.10;0.00;tripinfo_veh3172 routing_veh3172;1079.00;veh3172;1;16083.77;0.88;0.00;223.96;veh_passenger;;3;128.00
1233.00;1104849507#1_0;138.15;20.55;518.00;0.88;-850138488#1_0;5.10;0.00;tripinfo_veh10652 routing_veh10652;715.00;veh10652;1;3379.86;0.96;0.00;487.54;veh_passenger;;12;321.00
1233.00;1431096275_0;176.37;13.92;1141.00;0.55;-1376928919#1_0;5.10;8.43;tripinfo_veh23492 routing_veh23492;92.00;veh23492;1;1420.83;1.01;0.00;15.08;veh_passenger;;0;0.00
1234.00;-1303486398#1_0;25.04;11.13;61.00;0.95;922333617#3_0;5.10;0.00;tripinfo_veh1237 routing_veh1237;1173.00;veh1237;1;17507.49;0.82;0.00;267.55;veh_passenger;;6;137.00
